name,value
fg_mean,3461.1314596379657
fg_std,2687.264629381514
bg_mean,384.73068801747775
bg_std,189.52705799061934
snr,8.996244821210444
svnvr,201.03812698266293
cnr,6.984794073041129
cov,0.09635530990362885
