name,value
fg_mean,3579.3467567113694
fg_std,2718.4041089160587
bg_mean,408.1934180663937
bg_std,181.66085769903196
snr,8.768751768871441
svnvr,223.9264088243901
cnr,6.659598093945512
cov,0.10846286024628493
