name,value
fg_mean,1808.0995503567553
fg_std,1514.897671107784
bg_mean,369.6747546439896
bg_std,133.84653270009034
snr,4.891054981825907
svnvr,128.10094848838355
cnr,4.0979202720150205
cov,0.10092716811387703
