subject,site_id,site_name,timepoint,volume_csf,volume_tissue,volume_lesion,adc_rate_mean_tissue,adc_rate_mean_csf,adc_rate_mean_lesion,t2_rate_mean_tissue,t2_rate_mean_csf,t2_rate_mean_lesion,adc_qa_snr,t2_qa_snr
AM3272,AG,Augusta,early,9.072001081466718,433.5559266838899,1.6166251927167254,6.846158547943629E-4,0.0016599191022535144,6.26595925606203E-4,19.416306405322043,9.677992492382016,13.22196769813904,2.1431419284302136,5.652461891123242
AU8051,AG,Augusta,early,6.129000730633765,363.07579328200393,90.2812607623641,6.522908631318709E-4,0.00158111780856496,5.510353500993804E-4,18.41952628329983,10.12140227466953,12.284084171163757,2.1708359928608103,5.752158572866671
AU8052,AG,Augusta,early,3.9183754671067184,372.97466946204185,73.9158838114593,7.856058613851968E-4,0.0017916351042585215,6.549931552874473E-4,18.576108614001758,10.953765407499828,12.673254451215595,2.1704199595078917,5.284105658668687
AU8053,AG,Augusta,early,6.095250726610451,398.0542974517662,64.63800770545036,6.547437579566171E-4,0.0015763711072231208,5.84867779964146E-4,17.904562395261664,10.3957420689191,12.400151437423524,2.0265754822423063,5.400951156148923
AU8054,AG,Augusta,early,6.46312577046457,406.92379850909305,44.43188029669246,6.563340845853045E-4,0.0017066305871036478,5.495850253730978E-4,18.73021579819842,9.87801836476936,11.34450148422993,2.2388161481203763,5.500650278059133
FR8250,AG,Augusta,early,9.159751091927333,413.88304933870035,0.36450004345178777,6.041203389032542E-4,0.0015285667633811422,4.965860321977676E-4,19.821840636963174,9.972397944816528,12.816833134050723,2.0755598205844175,5.328793896210701
FR8250,AG,Augusta,late,4.087125487223287,401.2267978299577,0.6581250784546168,6.668771297304911E-4,0.0016180900746301235,5.835775660341661E-4,20.00389130327772,10.09806658392795,14.497664471161672,1.9613518938500611,4.8273738547523735
FR8251,AG,Augusta,early,5.197500619590307,356.7949175332653,63.01463251192898,5.994027837206932E-4,0.00147957176245241,4.675410887074381E-4,19.890083323218672,10.413604762337425,11.511740476613285,2.0372468729070565,5.403434632175553
FR8251,AG,Augusta,late,2.227500265538703,365.1244185262191,5.153625614359999,8.431858575162186E-4,0.0018648854282218962,7.200271877502331E-4,19.141485694938233,9.539281790906733,12.911305580563848,1.839794062562875,4.45114120307028
KW8630,AG,Augusta,early,3.840750457853097,408.84754873842195,36.70650437575596,6.012202848023534E-4,0.0014941266006241783,5.083917480485858E-4,19.806751512195586,10.834408747919415,12.628484673822745,2.1628662564111196,5.557510328082978
