name,value
volume_left_cortex,76.927898110913
volume_left_striatum,17.269528147347817
volume_left_hippocampus,13.106352557050402
volume_left_thalamus,8.93042604610889
volume_right_cortex,76.32860484064048
volume_right_striatum,18.375670513223163
volume_right_hippocampus,13.10475869196989
volume_right_thalamus,9.54406410210602
