subject,site_id,site_name,timepoint,volume_csf,volume_tissue,volume_lesion,adc_rate_mean_tissue,adc_rate_mean_csf,adc_rate_mean_lesion,t2_rate_mean_tissue,t2_rate_mean_csf,t2_rate_mean_lesion,adc_qa_snr,t2_qa_snr
AM3272,AG,Augusta,early,9.17662609393899,434.3423017776331,0.3948750470727701,6.846230259172241E-4,0.0016586669234239708,5.817509766366596E-4,19.40566671563597,9.711733529216097,10.863643511747702,2.1431419284302136,5.652461891123242
AU8051,AG,Augusta,early,6.378750760406286,387.07204614257995,66.03525787201555,6.511228079705097E-4,0.0015749285638790636,5.186223089090801E-4,18.149206338807875,10.217601537452174,11.631833964261318,2.1708359928608103,5.17501331971623
AU8052,AG,Augusta,early,4.262625508144518,403.94029815343214,42.72075509271046,7.790178583583462E-4,0.0017794953729781844,6.161763955256159E-4,18.19832985525616,11.152435044494775,11.952326290029553,2.1704199595078917,5.284105658668687
AU8053,AG,Augusta,early,6.523875777706535,421.935800298663,40.10512978090365,6.544441385216333E-4,0.0015626714217480883,5.397003408989374E-4,17.668314603324912,10.568165528977774,11.591598524873074,2.0265754822423063,4.772943120172732
AU8054,AG,Augusta,early,6.547500780522855,415.4051745201518,35.680504253447225,6.560063226721142E-4,0.0017029493705119898,5.282007047659043E-4,18.640691989478846,9.914458704977921,10.592638219860655,2.2388161481203763,5.500650278059133
FR8250,AG,Augusta,early,9.321751111239239,413.42404928398327,0.38137504546344464,6.041354640749823E-4,0.001524126359943036,4.3240587358045924E-4,19.826856635909678,10.0334109393347,12.007880080062732,2.0755598205844175,5.328793896210701
FR8251,AG,Augusta,early,5.4101256449371835,371.69891930996056,48.71138080684864,5.984662818508598E-4,0.0014724488539623558,4.312209213545234E-4,19.674744218510753,10.543773590142624,10.583902245320285,2.0372468729070565,5.403434632175553
KW8630,AG,Augusta,early,4.053375483199973,422.65467538435956,23.034377745911588,6.001362532205841E-4,0.0014873486744832374,4.686128267688788E-4,19.653617421311896,10.99706837775606,11.135110682463035,2.1628662564111196,5.557510328082978
QC1650,AG,Augusta,early,6.115500729024439,398.7090475298185,37.9046295185836,5.821443433268462E-4,0.0014408659892157748,4.589824383076518E-4,19.425905855780094,10.440151079074699,11.306762889810749,1.99628556236312,4.608141960360773
QC1651,AG,Augusta,early,6.274125747934014,425.5436757287552,0.4050000482797642,6.793467202510392E-4,0.0016910734852814005,4.6145004680665346E-4,20.049794999853138,9.610506545862503,10.93756330619424,2.1783546733989727,5.73044197507075
VH5210,AG,Augusta,early,14.006251669675178,331.30353949445646,74.45925887623464,5.311660493838217E-4,0.0015053987030798277,3.4546551933755076E-4,20.057366449507168,9.115390901680453,10.7618198975066,2.0364285567409177,5.356199395100115
AM5398,IW,UIowa,early,12.528001493454038,391.4325466623921,0.0,7.526160222898755E-4,0.0020207884373780087,NA,22.971034297137646,8.745935203696217,NA,4.891054981825907,8.996244821210444
AM5398,IW,UIowa,late,13.719376635477012,388.732546340527,0.0,7.48823069332112E-4,0.002044986901509256,NA,25.229122430342166,12.211649080748048,NA,5.134161028432946,9.587130363004292
AM5399,IW,UIowa,early,4.978125593438768,443.69780289289565,6.790500809490713,7.320560072267869E-4,0.0018238780877979125,6.184167565300433E-4,23.47978798318143,11.250448434595334,15.192666078419618,4.470732575719628,7.308796480282192
FR4960,IW,UIowa,early,8.221500980079213,416.7146746762564,0.0,8.036677342747056E-4,0.0020914590778077797,NA,23.249445481401672,10.618048578549685,NA,4.6723603980014765,8.231910017156126
FR4960,IW,UIowa,late,8.154000972032586,412.2967991496046,0.0,7.789582201680371E-4,0.0020130199104792666,NA,24.826015811478722,13.041526829367442,NA,4.980689510415731,9.44975778923589
FR4979,IW,UIowa,early,10.23637622027104,406.41417344834105,6.6892507974207716,7.743091020460818E-4,0.0020381016479811254,6.768341024760316E-4,24.55844806105683,12.722795934516764,15.620806426501538,3.938817597112027,8.508069387104252
FR4979,IW,UIowa,late,8.734501041233582,409.0331737605502,0.0,8.3898114815151E-4,0.0019946789410461166,NA,24.79635491069775,11.593037585386721,NA,4.532904730361411,8.384281300333885
KX0560,IW,UIowa,early,6.790500809490713,392.0366717344094,7.711875919327176,7.610319423037187E-4,0.001942365870093112,5.869425080091992E-4,23.4839189544663,11.462787764032129,14.807757113851133,4.818280906703361,8.875894638125484
KX0560,IW,UIowa,late,4.4212505270540925,396.0157972087581,0.0,9.008568027860361E-4,0.002163481037132442,NA,25.759313796512263,13.196305448590344,NA,4.642253021447809,8.724989459648517
KX0579,IW,UIowa,early,7.691625916913188,378.96867017658235,2.916000347614302,7.800270664087162E-4,0.0020910927356875037,6.528730800036337E-4,22.81022078871652,10.756966633825984,15.485746773304763,4.996645230833054,8.862302526869817
KX0579,IW,UIowa,late,7.043625839665566,395.79304718220425,0.0,8.352098391351201E-4,0.0021100766164378745,NA,24.61677439453249,12.190033432165858,NA,5.134439722059997,9.86933245511787
QC3809,IW,UIowa,early,6.770250807076724,403.16404806089594,0.37800004506111323,7.526760613609498E-4,0.0019445852657983401,7.20843299599697E-4,23.48794456726616,11.657043967741437,16.534921637603215,4.936383554525919,8.824261689921927
QC3809,IW,UIowa,late,7.212375859782134,403.7951731361319,0.0,7.924668030292911E-4,0.002023438330688311,NA,25.292684848430714,12.189104556367951,NA,5.203468917170671,9.748310721745531
QC3810,IW,UIowa,early,6.500250774890215,407.7034236020316,1.2318751468509495,8.184706987520079E-4,0.0020087868118971036,5.93704492338512E-4,23.23522937794983,10.29376789887251,11.133256306060373,4.705306146373792,8.446668478787764
QC3810,IW,UIowa,late,5.565375663444426,410.00854887682397,0.0,8.509621192391263E-4,0.002053730472825748,NA,24.07790145144468,12.006514129384204,NA,4.837046548766104,9.264117707066506
UI0000,IW,UIowa,early,3.786750451415795,402.0334229261149,0.0,7.486311387849507E-4,0.0018235727410668876,NA,23.921776415192067,12.016671861556762,NA,4.769017423943993,7.807126029534876
VH1900,IW,UIowa,early,10.546876257285525,392.9512968434412,1.0395001239180615,7.3787666921501E-4,0.0019461696111038327,6.268074422849451E-4,23.405504062900484,10.777408317642212,16.075596533812487,4.841782993970238,8.570632539049823
VH1900,IW,UIowa,late,8.076375962778965,383.63967073340893,0.0,8.380028627252066E-4,0.0021008376687017107,NA,24.276272439353964,11.308234035047187,NA,5.1724918673812335,9.953907240045213
VH1919,IW,UIowa,early,6.706125799432429,418.19629985287986,9.034876077041073,7.42194128270778E-4,0.001885894370426072,5.758200308217465E-4,23.997052971744893,11.287166077825491,14.94019674159361,4.704289164067848,8.502814007337648
VH1919,IW,UIowa,late,6.702750799030097,408.7530487271567,0.0,7.632991784638705E-4,0.002048859281173728,NA,25.41357690682944,12.04594010528841,NA,5.169305104688758,9.71697359990833
AM4610,JH,JHU,early,11.478376368328984,373.1197944793421,69.55200829124483,6.079158345827447E-4,0.0016325282534914104,4.0172999220571107E-4,25.69192891378665,13.15457183169954,14.447708378945078,11.399453737551127,19.414889763481604
FR5080,JH,JHU,early,10.290376226708341,414.4129244018664,8.26200098490719,6.869981210731655E-4,0.0019127271471379545,4.7093135106395943E-4,25.808968540927307,12.803772297950212,15.551335094411389,7.926308174099228,15.375983609367841
FR5080,JH,JHU,late,14.073751677721805,403.52179810354306,0.4691250559240602,6.411441012716484E-4,0.0017769285221974985,2.835641188794921E-4,24.311380797756797,12.140352123932873,13.150900899077492,8.274303479034142,13.718393553979729
FR5099,JH,JHU,late,12.669751510351956,330.1999143628941,0.2531250301748526,8.407947035000805E-4,0.0020558789093841263,5.717590963953019E-4,24.984078867102735,9.583347275337134,15.070753949483235,6.455878047460285,15.831617105252057
KX0059,JH,JHU,early,11.363626354649718,407.8856736237575,0.0,7.046203602006808E-4,0.0019250602371086742,NA,26.269335697175237,13.291394372208734,NA,7.0204626541492665,12.825255494893034
KX0059,JH,JHU,late,14.073751677721805,403.52179810354306,0.4691250559240602,6.411441012716484E-4,0.0017769285221974985,2.835641188794921E-4,24.311380797756797,12.140352123932873,13.150900899077492,8.274303479034142,13.718393553979729
QC3881,JH,JHU,early,11.535751375168617,390.3761715364624,38.43787958215195,5.939058849878037E-4,0.0016552607445828311,4.1271754493784593E-4,24.27992318758703,12.212220925207792,14.293519154142608,9.46748756688788,15.641875225697312
QC3893,JH,JHU,early,11.64037638764089,325.03616374732707,137.2241413583911,6.294571388386737E-4,0.0015136165530956842,3.6217464183274954E-4,25.416305824663535,13.186281469532565,13.15280339531146,9.9470156128017,14.828073301242172
QC3894,JH,JHU,early,11.829376410171445,421.7535502769371,4.134375492855926,6.350105900646341E-4,0.0016989879347995116,4.6108373571472356E-4,24.921013568289123,13.181030927268992,17.65369638092664,9.204025682089808,15.448988168657394
QC3894,JH,JHU,late,6.787125809088382,374.58116965355157,0.0,6.537276065794959E-4,0.0017906142499905463,NA,23.471952909784715,12.436768074168429,NA,7.151822357401265,13.486131802371172
QC3897,JH,JHU,late,11.826001409769114,365.9681686268019,0.0,6.067350063304004E-4,0.0016638830556445457,NA,25.893082044637676,12.456579493061048,NA,7.570570745474304,12.918195329120431
QC3898,JH,JHU,early,11.127376326486521,347.69254144817756,86.87251035600941,6.664831428511468E-4,0.001598618833342788,4.503001925935332E-4,25.20079554860695,13.934832321863519,12.638694828071246,10.269285894557251,17.864471894421943
QC3899,JH,JHU,early,8.194500976860562,309.1534118539557,82.22850980240146,6.351947107489503E-4,0.001824714130161198,3.956789379040224E-4,24.94492707085559,12.422947469417503,13.72937448706589,8.839697095000353,12.700417893192187
VH2039,JH,JHU,early,8.444251006633083,385.48917095388657,29.686503538906717,6.716453915857185E-4,0.0017688675055583323,5.188928900746459E-4,25.776773851698017,13.258625155920795,13.659047834598894,9.373968207134238,17.945734692755817
VH2039,JH,JHU,late,13.496626608923142,393.83892194925437,0.0,6.641989331133242E-4,0.0018676284196835256,NA,26.244913481936262,12.797716353231145,NA,7.237455023393126,14.456692694262655
QC3020,MG,MGH,early,12.369376474544465,441.34205261206836,31.465128750935346,6.958237125481902E-4,0.0021411344997894835,4.781852728075763E-4,20.31054254807509,10.260538803766726,11.299534949128962,3.461935475664867,7.5632260022450515
QC3021,MG,MGH,early,10.965376307174616,422.99217542459274,34.48237911061959,7.302056736498484E-4,0.0021998846302412065,5.944078134341854E-4,20.551053821361194,10.401126086950375,12.641190846512156,3.4828954254228695,7.656602019831898
QC3022,MG,MGH,early,9.453376126930163,435.54042692046073,7.165125854149495,7.005928133081515E-4,0.002002039599456478,5.883256847286063E-4,20.57458336024502,10.643122065114106,14.225466218356305,3.321169860276,8.168941718295258
