subject,site_id,site_name,timepoint,volume_csf,volume_tissue,volume_lesion,adc_rate_mean_tissue,adc_rate_mean_csf,adc_rate_mean_lesion,t2_rate_mean_tissue,t2_rate_mean_csf,t2_rate_mean_lesion,adc_qa_snr,t2_qa_snr
QC1659,AG,Augusta,early,5.329125635,416.4952997,45.19125539,6.42E-04,0.00158455,5.63E-04,19.77960301,9.996361284,11.60239219,2.002709972,4.908029933
QC1659,AG,Augusta,late,5.082750606,397.7066724,0,6.10E-04,0.001534741,NA,19.41878799,9.786149844,NA,1.747600605,4.176308574
VH5211,AG,Augusta,early,5.838750696,405.4084233,3.513375419,6.30E-04,0.001587264,5.19E-04,19.90364631,10.1110378,13.86855673,1.975612887,5.107864621
VH5212,AG,Augusta,early,14.91750178,425.2028007,12.81150153,6.25E-04,0.00159643,5.24E-04,18.94060963,9.137557163,14.55039965,1.912114636,4.918551333
VH5213,AG,Augusta,early,7.786125928,425.6415507,14.04000167,6.32E-04,0.001597397,5.41E-04,19.62998374,9.741467372,13.19356834,2.028623581,5.168365923
VH5213,AG,Augusta,late,5.474250653,409.7081738,0,6.24E-04,0.001571929,NA,19.37168313,9.946783017,NA,1.778566742,4.276304034
VH5214,AG,Augusta,early,7.344000875,413.2080493,3.574125426,6.14E-04,0.001569488,5.55E-04,19.82799015,9.87607454,15.61973514,1.898378283,4.841669204
VH5214,AG,Augusta,late,0.826875099,413.2046743,2.784375332,6.15E-04,0.001539752,5.64E-04,19.13038475,12.50644446,4.911312172,1.682418494,4.019679442
VH5215,AG,Augusta,early,17.6242521,440.1101775,0.621000074,6.79E-04,0.001675287,5.18E-04,19.11507348,9.051368014,13.57135464,2.103056651,5.98233969
VH5216,AG,Augusta,early,4.856625579,414.2272994,6.567750783,5.78E-04,0.001483093,5.47E-04,18.99268369,10.16529217,13.7330344,1.703072678,4.199099467
VH5219,AG,Augusta,early,7.620750908,334.1419148,115.8570138,5.53E-04,0.001401871,4.42E-04,19.42047733,10.00548039,11.65214083,1.853155777,4.684034236
AM5380,IW,UIowa,early,10.80000129,406.2994234,0,7.33E-04,0.001925302,NA,23.70783711,10.63448916,NA,4.803079934,8.693634321
AM5381,IW,UIowa,early,7.981875952,388.5705463,29.28825349,7.74E-04,0.001810577,5.72E-04,26.99272098,12.72236698,19.12409776,4.839655791,8.5316906
AM5382,IW,UIowa,early,7.823250933,386.7412961,20.83050248,7.40E-04,0.00200419,6.21E-04,23.40814304,9.544550057,16.89268486,5.12803142,9.407238938
AM5390,IW,UIowa,early,6.662250794,377.15967,30.85425368,7.31E-04,0.001943066,6.35E-04,24.38490346,11.55856466,16.39603749,4.860009146,9.06037996
AM5391,IW,UIowa,early,4.522500539,383.7577957,26.18662812,8.14E-04,0.001996335,6.79E-04,24.06256991,11.43400662,16.97290152,4.747537912,8.47348725
AM5392,IW,UIowa,early,11.05650132,410.4371739,36.13950431,8.45E-04,0.002113469,6.74E-04,23.17090317,10.69147889,14.96758304,4.514142079,8.646923817
AM5393,IW,UIowa,early,5.28525063,367.4936688,41.82975499,7.97E-04,0.00197777,7.13E-04,23.4643726,10.01146008,15.69864398,4.816217784,8.682876156
AM5393,IW,UIowa,late,9.527626136,390.7339216,0,8.06E-04,0.002035746,NA,23.50651523,9.885845073,NA,4.893642354,8.82190591
AM5394,IW,UIowa,early,8.656876032,394.8412971,27.93487833,6.80E-04,0.001752187,5.42E-04,23.5290817,11.39950025,13.57356615,4.024949392,7.920295668
AM5394,IW,UIowa,late,8.127000969,390.9397966,0,7.97E-04,0.001996268,NA,23.87350396,10.49627043,NA,5.037494741,9.328759633
AM5395,IW,UIowa,early,5.865750699,376.4272949,35.81212927,7.56E-04,0.001954612,6.35E-04,23.27822048,10.99021361,13.49221454,4.218897215,7.814378464
AM5395,IW,UIowa,late,7.148250852,398.7427975,0,7.99E-04,0.002004679,NA,23.94115117,10.70632884,NA,4.782266977,9.030154311
AM5396,IW,UIowa,early,5.842125696,388.7392963,28.26225337,7.54E-04,0.002027003,6.21E-04,23.6556387,11.02898378,14.90341774,4.085099241,7.576883983
AM5397,IW,UIowa,early,11.67412639,411.6825491,3.418875408,7.99E-04,0.002162839,5.77E-04,23.05656569,9.380393626,16.62553435,4.594072864,8.344458335
AM5397,IW,UIowa,late,11.85300141,410.3561739,0,8.52E-04,0.002257691,NA,23.04017812,9.502575024,NA,5.051416518,9.012160889
FR4961,IW,UIowa,early,6.027750719,380.1161703,15.1132518,7.73E-04,0.001998566,6.82E-04,23.73061674,11.14487237,16.77995919,4.716327398,8.356527314
FR4962,IW,UIowa,early,6.699375799,380.5717954,11.11725133,7.69E-04,0.001997842,6.67E-04,23.63869159,10.70985741,17.2126841,5.219002096,9.333703952
FR4970,IW,UIowa,early,7.502625894,398.1082975,5.055750603,7.23E-04,0.001878838,6.23E-04,24.00112627,11.0530768,17.32236443,5.207524229,9.679333677
FR4971,IW,UIowa,early,1.366875163,337.9151653,31.33687874,9.29E-04,0.002143135,7.10E-04,26.81099838,13.65294637,17.90463451,4.24693781,7.474620176
FR4972,IW,UIowa,early,4.141125494,356.4607925,62.35988243,7.73E-04,0.001932203,5.85E-04,24.00884302,10.63948905,14.35856836,4.785856217,8.707207658
FR4973,IW,UIowa,early,3.3513754,367.2506688,55.63013163,7.74E-04,0.001857535,6.02E-04,23.93429851,11.30631798,13.6048212,4.610140663,8.298564198
FR4974,IW,UIowa,early,5.008500597,369.6975441,27.93487833,7.18E-04,0.001836199,6.35E-04,23.53055869,11.47264494,15.2648584,4.865560809,9.208468894
FR4974,IW,UIowa,late,7.060500842,390.0859215,0,7.81E-04,0.001937045,NA,23.7848297,11.2537496,NA,5.138961493,9.538128134
FR4975,IW,UIowa,early,6.027750719,374.4326696,37.54350448,7.65E-04,0.001965694,6.56E-04,23.55277822,10.84044856,15.40608928,4.792143403,8.783549185
FR4975,IW,UIowa,late,8.940376066,396.5051723,0.391500047,8.19E-04,0.002027876,8.07E-04,23.30924061,9.948182949,17.43068758,4.679829302,8.626615647
FR4976,IW,UIowa,early,5.612625669,375.8636698,48.82950582,7.60E-04,0.001960832,5.86E-04,24.14143529,11.53294518,13.16558632,4.545256152,8.356398305
FR4976,IW,UIowa,late,10.8708763,392.9479218,0,7.91E-04,0.002058716,NA,23.63034236,10.02182977,NA,4.770080896,8.949510194
FR4977,IW,UIowa,early,12.03187643,395.2699221,28.20487836,7.64E-04,0.002047578,6.92E-04,23.06950245,10.29085859,15.74666186,4.14690727,7.692028198
FR4977,IW,UIowa,late,5.781375689,412.1719241,0,8.48E-04,0.0020821,NA,23.59249302,9.854778923,NA,4.572212571,8.214882728
KX0561,IW,UIowa,early,7.614000908,388.0946713,22.6665027,7.30E-04,0.001944038,6.72E-04,23.38876215,11.02699772,16.59968125,4.691260108,8.582626343
KX0562,IW,UIowa,early,8.005500954,380.8890454,15.34612683,7.49E-04,0.002011345,5.66E-04,23.75488896,10.10258245,16.64794934,5.063601923,9.204746571
KX0570,IW,UIowa,early,6.010875717,398.0880475,15.9063769,6.65E-04,0.001695553,5.92E-04,23.81556833,11.49528985,16.91726628,4.495238347,8.750208322
KX0571,IW,UIowa,early,9.166501093,398.8204225,19.41300231,7.63E-04,0.001843251,6.30E-04,23.1288181,10.86729999,14.93509148,4.892407195,8.829947877
KX0572,IW,UIowa,early,1.096875131,400.9095478,7.992000953,8.37E-04,0.001887941,7.54E-04,24.29374163,12.22491502,13.88363079,4.585982512,8.360393661
KX0573,IW,UIowa,early,5.28862563,380.6831704,20.61787746,7.67E-04,0.00200539,6.57E-04,23.42469515,11.19806676,15.51623441,4.840667305,9.029061592
KX0574,IW,UIowa,early,8.690626036,389.3569214,7.870500938,7.70E-04,0.002042063,6.63E-04,23.35090358,9.861764989,16.27026534,4.83729231,9.070452576
KX0574,IW,UIowa,late,9.213751098,402.343923,0,7.81E-04,0.002087942,NA,23.62946546,9.791639322,NA,5.019937811,9.166738576
KX0575,IW,UIowa,early,5.173875617,375.2224197,25.91325309,7.74E-04,0.001980723,6.45E-04,23.35891522,10.57541461,16.17043171,4.480585705,8.03230696
KX0576,IW,UIowa,early,4.944375589,366.0457936,67.58438306,7.68E-04,0.001885248,5.93E-04,23.35027046,11.54070097,12.68546268,4.530854199,8.371854142
KX0576,IW,UIowa,late,8.785126047,393.2719219,0,8.56E-04,0.002075921,NA,23.60511893,10.01919596,NA,4.683611194,8.606356082
KX0577,IW,UIowa,early,3.003750358,395.8976722,61.11450729,7.64E-04,0.001886195,6.07E-04,23.35607843,12.13686757,12.53020333,4.109875156,7.254713428
KX0577,IW,UIowa,late,7.155000853,383.7679207,0,8.36E-04,0.002067922,NA,23.64485237,10.50176642,NA,4.819870224,8.907122173
KX0578,IW,UIowa,early,3.182625379,354.2130422,18.58275222,8.26E-04,0.002163941,7.01E-04,23.596597,11.59150499,16.31305402,4.744120216,8.768370502
KX0578,IW,UIowa,late,6.810750812,405.4421733,0,8.19E-04,0.002131231,NA,23.02894441,9.735310327,NA,4.947993062,9.059608465
QC3800,IW,UIowa,early,6.274125748,383.4574207,18.24862718,7.00E-04,0.001809371,6.15E-04,23.58417068,11.04609453,16.89007215,5.079391752,9.590030119
QC3801,IW,UIowa,early,6.314625753,404.1967982,0.580500069,6.87E-04,0.001737009,5.97E-04,23.82646903,11.09066757,15.78555398,4.553414134,8.41135229
QC3802,IW,UIowa,early,5.909625704,321.7826634,20.45587744,7.17E-04,0.001809058,6.28E-04,23.49036683,10.95032529,16.65934903,4.822413103,9.044909172
QC3804,IW,UIowa,early,6.388875762,394.439672,11.46487637,7.74E-04,0.002003568,7.19E-04,23.28754609,10.68002467,16.36784838,4.926314404,8.948576887
QC3804,IW,UIowa,late,8.370000998,385.566796,0,7.82E-04,0.001989579,NA,23.50757642,10.41426904,NA,5.175430581,9.563714236
QC3805,IW,UIowa,early,8.623126028,393.4642969,15.9367519,7.20E-04,0.001879696,6.27E-04,23.6365547,10.68426897,16.37002449,4.86081986,8.93830923
QC3805,IW,UIowa,late,9.618751147,399.1275476,0,7.81E-04,0.00208228,NA,23.30839588,9.675309804,NA,4.911035583,9.1451223
QC3806,IW,UIowa,early,3.894750464,343.1194159,38.51212959,7.19E-04,0.001758008,6.07E-04,24.03481608,11.87606639,14.13077477,4.389005113,8.558595483
QC3806,IW,UIowa,late,8.272125986,358.0301677,0,7.93E-04,0.001960486,NA,23.3312862,9.775864302,NA,4.914814085,9.422732166
QC3807,IW,UIowa,early,13.20300157,414.7504244,6.527250778,7.14E-04,0.001911352,6.01E-04,22.73802815,9.550704599,16.55866535,4.73160514,8.386782475
QC3807,IW,UIowa,late,9.517501135,436.9241771,0,8.49E-04,0.00217622,NA,23.14765218,9.268400097,NA,4.968625681,8.850863716
QC3808,IW,UIowa,early,3.385125404,381.7024205,39.3930047,7.32E-04,0.001897198,6.43E-04,23.82379774,11.88656876,15.8673966,4.567824935,8.353961758
QC3808,IW,UIowa,late,8.943751066,406.6166735,0,8.49E-04,0.002102048,NA,23.85282886,9.665977866,NA,4.787620516,8.832025877
QC3811,IW,UIowa,early,7.97175095,388.2600463,2.895750345,7.10E-04,0.001849648,6.11E-04,23.81626166,10.62648346,18.68044707,4.636733171,8.795467315
QC3812,IW,UIowa,early,6.753375805,377.25417,44.72888033,7.14E-04,0.001880812,6.01E-04,23.38679943,11.21800275,14.13774933,4.77801074,8.782061747
VH1901,IW,UIowa,early,9.456751127,398.6280475,0,7.21E-04,0.001906916,NA,23.91895646,10.90584358,NA,4.91113757,9.089610242
VH1902,IW,UIowa,early,7.087500845,387.5917962,10.47600125,7.37E-04,0.001941429,6.32E-04,23.47702665,10.44636525,16.74479201,4.596361321,8.530164174
VH1910,IW,UIowa,early,5.126625611,400.5889228,7.111125848,7.32E-04,0.001928528,7.05E-04,23.99413987,11.36683678,18.10522776,4.445136411,8.273252655
VH1911,IW,UIowa,early,12.05550144,402.1211729,2.143125255,7.33E-04,0.001895735,6.13E-04,23.69760819,10.23441932,17.4608764,5.001586933,9.379423641
VH1912,IW,UIowa,early,6.935625827,383.3797957,12.21075146,7.10E-04,0.001804526,5.97E-04,24.17076808,11.19962135,17.57953903,4.692162875,8.514835005
VH1913,IW,UIowa,early,7.192125857,380.8114204,33.574504,7.32E-04,0.001970877,6.21E-04,23.35289945,10.51458536,16.92737527,5.028360491,9.204295802
VH1914,IW,UIowa,early,6.493500774,403.2045481,0,7.72E-04,0.002046557,NA,23.40343045,10.52680773,NA,4.859521303,8.86570775
VH1914,IW,UIowa,late,6.739875803,420.6296751,0,7.90E-04,0.002094867,NA,23.56440867,11.37641769,NA,4.73123756,8.764407214
VH1915,IW,UIowa,early,6.145875733,390.2749215,26.8717532,7.73E-04,0.001966274,6.42E-04,23.71888276,10.79894173,14.97763519,4.570711243,8.36011011
VH1915,IW,UIowa,late,8.731126041,398.3985475,0,7.78E-04,0.002024843,NA,23.48959146,9.937751549,NA,5.05704768,9.191267384
VH1916,IW,UIowa,early,6.895125822,412.4587992,0,7.39E-04,0.001943859,NA,23.50671287,11.01681784,NA,4.281904828,8.022360553
VH1917,IW,UIowa,early,3.388500404,386.8054211,67.73963308,8.15E-04,0.001954779,6.31E-04,23.33506032,11.59831719,13.57757948,4.46383697,7.834218875
VH1917,IW,UIowa,late,10.84387629,400.7846728,0,8.22E-04,0.002109405,NA,23.51393353,10.22880344,NA,4.87708014,9.004751056
VH1918,IW,UIowa,early,3.645000435,414.8449245,0,8.19E-04,0.002052785,NA,23.71233465,11.92359177,NA,4.398187444,7.640749299
AM4600,JH,JHU,early,12.5415015,431.2541764,24.85012796,6.57E-04,0.00177581,5.28E-04,25.68970724,12.63537508,18.98209921,8.524933189,14.51532375
AM4601,JH,JHU,early,13.57425162,413.9944244,31.8903788,6.61E-04,0.001769468,4.69E-04,26.10306638,12.73601644,17.26982921,8.304160113,15.21772126
AM4602,JH,JHU,early,12.89587654,427.0050509,15.41700184,6.54E-04,0.001790188,4.91E-04,26.62602681,12.14750686,18.76501647,7.034397755,11.61576933
